28,"Mục 3.6.2 Chuyên đề 3 trang 194, 195 QĐ 1747/QĐ-BTC của Bộ Tài chính tài liệu bồi dưỡng lãnh đạo cấp Phòng",Bài tập,Đồng chí A là Đội trưởng đội Nghiệp vụ Chi cục Hải quan B giao cho đồng chí C là công chức của đội thực hiện mô tả các vị trí việc làm của đội theo kế hoạch của Cục và yêu cầu đồng chí C phải chịu trách nhiệm trước lãnh đạo Chi cục về kết quả triển khai. Theo anh/ chị tình huống trên có phải là ủy quyền không? Tại sao?,Không phải ủy quyền vì đồng chí A không chịu trách nhiệm trước lãnh đạo Chi cục về kết quả triển khai công việc đã giao đồng chí C,Không phải ủy quyền vì đồng chí A không hướng dẫn đồng chí C triển khai thực hiện nhiệm vụ được giao,1
,,,,,Là ủy quyền vì đồng chí C được giao chủ động thực hiện công việc,
,,,,,Là ủy quyền vì đồng chí C có quyền quyết định mọi tình huống trong quá trình triển khai việc được giao,
,,,,,Là ủy quyền vì đồng chí c phải chịu trách nhiệm trước trưởng phòng và lãnh đạo Cục về kết quả công việc được giao,
29,"Mục 3.6.2 Chuyên đề 3 trang 194, 195 QĐ 1747/QĐ-BTC của Bộ Tài chính tài liệu bồi dưỡng lãnh đạo cấp Phòng",Bài tập,Đồng chí A là Đội trưởng Đội Kiểm soát hải quan giao cho đồng chí B là công chức thuộc đội xử lý trường hợp vi phạm hành chính của Công ty c. Đồng chí A yêu cầu đồng chí B soạn thảo Quyết định xử lý phạt vi phạm hành chính Công ty c theo mẫu có sẵn với mức xử phạt 10 triệu đồng vì hành vi vận chuyển hàng hóa nhập khẩu không có chứng từ hợp pháp. Theo anh/ chị tình huông trên thuộc trường hợp nào sau đây?,Không ủy quyền,ủy quyền một phần,1
,,,,,ủy quyền hoàn toàn,
,,,,,Thoái thác công việc,
,,,,,ủy quyền chủ yếu,
30,Mục 3.6.2 Chuyên đề 3 trang 197 QĐ 1747/QĐ-BTC của Bộ Tài chính tài liệu bồi dường lãnh đạo cấp Phòng,Bài tập,"Ngày 2/5/2021, đồng chí A là Đội trưởng Đội Tồng hợp Chi cục Hải quan B giao cho đồng chí c thực hiện báo cáo số thu đột xuất theo yêu cầu của Lãnh đạo Cục và yêu cầu phải hoàn thành trong ngày 3/5/2021. Đồng chí A cũng yêu cầu đồng chí c trao đổi trực tiếp các vướng mác nếu có trong quá trình thực hiện công việc để hoàn thành công việc theo đúng tiến độ. Theo anh/ chị tình huống trên thuộc trường hợp nào sau đây?",ủy quyền hoàn toàn,ủy quyền chủ yếu,1
,,,,,ủy quyền giới hạn,
,,,,,ủy quyền tối thiểu,
,,,,,Không ủy quyền,
,,,,,Thoái thác công việc,
,,,,,Điều hành công việc,
31,"Điểm 1, 2, 3, 4, 5 Mục 3.6.2 Chuyên đề 3 trang 197, 198 QĐ 1747/QĐ-BTC của Bộ Tài chính tài liệu bồi dưỡng lãnh đạo cấp Phòng",Bài tập,"Ngày 10/3/2020, đồng chí A là Trưởng phòng Tổ chức cán bộ Cục Hải quan B giao cho đồng chí c tổ chức triển khai việc đánh giá năng lực công chức không giữ chức vụ lãnh đạo tại Cục, thời hạn thực hiện là ngày 10/4/2020. Khi giao việc, đồng chí A cũng giải thích về mục đích và yêu cầu về các kết quả cần đạt được, chỉ ra một số điểm cần lưu ý khi triển khai và ngày 15/3/2020 sẽ thảo luận để quyết định phương án triển khai. Theo anh/ chị tình huống trên thuộc trường hợp nào sau đây?",ủy quyền giới hạn,ủy quyền hoàn toàn,1
,,,,,ủy quyền chủ yếu,
,,,,,ủy quyền tối thiểu,
,,,,,Không ủy quyền,
,,,,,Thoái thác công việc,
,,,,,Điều hành công việc,
32,"Điểm 1, 2, 3, 4, 5 Mục 3.6.2 Chuyên đề 3 trang 197, 198 QĐ 1747/QĐ-BTC của Bộ Tài chính tài liệu bồi dưỡng lãnh đạo cấp Phòng",Bài tập,"Đồng chí A là công chức Phòng Thuế xuất nhập khẩu Cục Hải quan B, ngày 1/4/2020 đồng chí A được lãnh đạo phòng giao xây dựng bộ đề nghiệp vụ Chính sách thuế để phục vụ cho kỳ thi đánh giá năng lực công chức tại Cục. Lãnh đạo phòng đã đặt ra một số yêu cầu đối với bộ đề và thời hạn hoàn thành là trước ngày 30/4/2020. Định kỳ hàng tuần đồng chí A phải báo cáo lãnh đạo phòng về tiến độ xây dựng bộ đề. Theo anh/ chị tình huống trên thuộc trường hợp nào sau đây?",ủy quyền chủ yếu,ủy quyền hoàn toàn,1
,,,,,ủy quyền giới hạn,
,,,,,ủy quyền tối thiểu,
,,,,,Không ủy quyền,
,,,,,Thoái thác công việc,
,,,,,Điều hành công việc,
