1,"Điểm 1 Mục I, phần I Chuyên đề 4 trang 107 (QĐ 2386/QĐ-TCHQ)",Lý thuyết,Anh/Chị hãy cho biết phân công công việc là gì?,Giao cho ai đó trách nhiệm và quyền hạn để thực hiện công việc nào đó,Giao cho ai đó trách nhiệm để thực hiện công việc nào đó,1
,,,,,Giao cho ai đó quyền hạn để thực hiện công việc nào đó,
,,,,,Giao cho ai đó nhiệm vụ và quyền lợi để thực hiện công việc nào đó,
,,,,,Giao cho ai đó trách nhiệm và quyền lợi để thực hiện công việc nào đó,
2,"Điểm 1 Mục I, phần I, Chuyên đề 4 trang 107 (QĐ 2386/QĐ-TCHQ)",Lý thuyết,"Khi phân công công việc, người lãnh đạo còn cần phải làm gì nhằm tạo điều kiện thuận lợi nhất cho người được phân công hoàn thành công việc?",Cung cấp phưong tiện làm việc cần thiết để thực hiện công việc,Cung cấp phưong tiện làm việc theo nguyện vọng cá nhân,2
,,,,Cung cấp nguồn lực cần thiết để thực hiện công việc,Nêu rõ các hậu quả nếu không hoàn thành công việc,
,,,,,Nêu rõ các quyền lợi được hưởng khi thực hiện công việc,
3,"Điểm 3 Mục I, phần I, Chuyên đề 4 trang 107 (QĐ 2386/QĐ-TCHQ)",Lý thuyết,Anh/ Chị hãy cho biết khi phân công công việc phải dựa trên cơ sở nào sau đây?,"Căn cứ vào vị trí pháp lý của cơ quan, đơn vị","Căn cứ vào lịch sử hình thành và phát triển của cơ quan, đơn vị",3
,,,,"Căn cứ vào thẩm quyền của cơ quan, đơn vị","Căn cứ vào vị trí địa lý của cơ quan, đơn vị",
,,,,Căn cứ vào khối lượng và tính chất công việc,,
,,,,"Căn cứ vào cơ cấu tồ chức của cơ quan, đơn vị",,
,,,,"Căn cứ vào số lượng biên chế của cơ quan, đơn vị",,
4,"Điểm 3 Mục I, phần I Chuyên đề 4 trang 107- 108 (QĐ 2386/QĐ-TCHQ)",Lý thuyết,Việc phân công theo khối lượng và tính chất công việc được thực hiện trên cơ sở nào sau đây?,Trên cơ sở kế hoạch công tác được duyệt,Theo nguyện vọng của công chức được phân công,2
,,,,Theo tính chất của mỗi loại của công việc,Trên cơ sở kinh nghiệm của công chức lãnh đạo phân công,
,,,,Theo yêu cầu thực hiện các công việc trong thực tế,,
5,"Điểm 3 Mục I, phần I Chuyên đề 4 trang 107- 108 (QĐ 2386/ỌĐ-TCHQ)",Lý thuyết,"Để phân công theo khối lượng và tính chất công việc được hiệu quả, người lãnh đạo cần phải nắm vững nội dung nào?",Chương trình hoạt động của đơn vị,Tính cách của công chức,2
,,,,Kết quả phân tích công việc,Cơ cấu tồ chức của đơn vị,
,,,,,Mối quan hệ của các công chức trong đơn vị,
,,,,-,Thông tin thu được từ quá trình phân tích công việc,
6,"Điểm 4 Mục 1, phần I, Chuyên đề 4 trang 109 (QĐ 2386/QĐ-TCHQ)",Lý thuyết,Anh/Chị hãy cho biết khi phân công công việc phải tuân theo nguyên tắc nào sau đây?,"Án định điều kiện cho chức năng nghiệp vụ mà yêu cầu đặt ra phải có đủ điều kiện để làm việc, tránh theo tình cảm, chủ quan",Phân công công việc theo mảng công việc và chia theo địa bàn quản lý,2
,,,,Phân công công việc theo kinh nghiệm và năng lực của từng người,"Phân công công việc giao một người làm nhiều mảng công việc độc lập để đào tạo, bồi dưỡng và phát triển cán bộ",
,,,,Phân chia chức năng nghiệp vụ có tính đồng nhất,Phân công công việc theo giới tính và độ tuồi,
,,,,Cân bằng về chức năng nghiệp vụ,,
,,,,"Tạo được sự ổn định, tránh lãng phí",,
7,"Điểm 4 Mục I, phần I, Chuyên đề 4 trang 109 (QĐ 2386/QĐ-TCHQ)",Lý thuyết,"Nguyên tắc phân công công việc ""dụng nhân như dụng mộc"" có nghĩa là gỉ?",Khi phân công công việc cần chú ý đến kinh nghiệm và năng lực của từng người để sắp xếp cho họ những nơi thích hợp,Phân công theo mối quan hệ cá nhân với công chức được phân công,2
,,,,"Chú ý đến cá tính và lòng hăng say, nhiệt tình của công chức được phân công","Phân công một người làm nhiều mảng công việc độc lập đế đào tạo, bồi dưỡng và phát triển cán bộ",
,,,,,Phân công nhiều người làm một việc để hỗ trợ lẫn nhau,
8,"Điểm 4 Mục I, phần I, Chuyên đề 4 trang 109 (QĐ 2386/QĐ-TCHQ)",Lý thuyết,Khi phân công công việc theo nguyên tắc cân bàng về chức năng nghiệp vụ cần đảm bảo những yêu cầu gì?,Việc phân công không được tạo ra sự chồng chéo,Phân công nhiều người làm một việc để tạo sự công bằng,3
,,,,Các công việc cần thiết được phân phối đến mọi nhân viên,Phân công theo sở trường của người thực hiện,
,,,,Làm rõ người chịu trách nhiệm chính,,
