40,"Mục 3.6.2 Chuyên đề 3 trang    194, 195    QĐ 1747/QĐ-BTC của Bộ Tài chính tài liệu      bồi dưỡng lãnh đạo     cấp Phòng",Bài tập,Đồng chí A Trưởng phòng Tổ chức cán bộ cục Hải quan B giao cho đồng chí c là chuyên viên của phòng xây dựng phương án giao xây dựng phương án tái thiết kế cơ cấu tổ chức bộ máy của Chi cục Hải quan D. Đồng chí A yêu cầu đồng chí c,"tự triển khai thực hiện và báo cáo trực tiếp Cục phó phụ trách, không cần thông qua mình khi hoàn thành việc xây dựng phương án.",Theo anh/ chị tình huống trên thuộc trường họp nào sau đây?,,,Thoái thác công việc,Phân phối công việc,1
,,,,,,,,,ủy quyền hoàn toàn,
,,,,,,,,,ủy quyền tối đa,
,,,,,,,,,ủy quyền chủ yếu,
,,,,triển khai chính xác đúng cách làm của đồng chí A và thường xuyên kiểm soát quá trình thực hiện để đảm bảo đồng chí c làm đúng ý-,,,,Phân phối công việc,ủy quyền chủ yếu,1
,,,,,,,,,Thoái thác công việc,
,,,,,,,,,ủy quyền giới hạn,
,,,,,,,,,ủy quyền hoàn toàn,
41,Mục 3.6.2 Chuyên đề 3 trang 207-212    QĐ 1747/QĐ-BTC của Bộ Tài chính tài liệu      bồi dưỡng lãnh đạo     cấp Phòng,Bài tập,"Đồng chí A là công chức Phòng Chống buôn lậu và xử lý vi phạm Cục Hải quan B. Trong công việc, đồng chí A",thường xuyên mắc sai sót. Nhiều lần lãnh đạo phòng giao những công việc đơn giản về xử lý vi phạm nhưng cũng phải chỉ rõ cho đồng chí A việc cần làm là gì và cách thực hiện như thế nào.,"Khi được lãnh đạo giao việc, đồng chí A",luôn tìm cách đùn đẩy trách nhiệm cho công chức khác.,Theo anh/ chị đồng chí A có mức độ tự chủ như thế nào?,Độ tự chủ rất yếu,Độ tự chủ yếu,1
,,,,"thường phải được lãnh đạo giải thích, hướng dẫn cách thức xử lý các vụ việc vi phạm cụ thể.",,thường cho rằng các việc được lãnh đạo phòng giao là việc vô ích nên không có hứng thú để làm.,,,Độ tự chủ trung bình,
,,,,thường không tự mình xử lý được mà phải có các đồng nghiệp hỗ trợ.,,,,,Độ tự chủ cao,
,,,,,,,,,Độ tự chủ rất cao,
,,,,,,,,,Độ tự chủ phụ thuộc,
,,,,"thường mong chờ lãnh đạo phòng giải thích, gợi ý.",,thường chỉ nhận tham gia chuyên án mới khi được lãnh đạo chuyển bớt các vụ việc đã giao trước đó cho người khác.,,Độ tự chủ yếu,Độ tự chủ rất yếu,1
,,,,hay hỏi lãnh đạo hoặc đồng nghiệp có kinh nghiệp cách làm thế nào để xử lý vụ việc? tại sao làm như thế.,,tỏ ra cởi mở và quan tâm đến việc được giao. Nhưng đồng chí A chưa bao giờ chủ động đề xuất công việc với lãnh đạo.,,,Độ tự chủ trung bình,
,,,,"cỏ thể tự mình vận dụng các quy định, kinh nghiệm xử lý trước đây để xử lý các vụ việc thông thường.",,chỉ nhận trách nhiệm khi cấp trên có mặt nhiều hon.,,,Độ tự chủ cao,
,,,,,,chỉ nhận trách nhiệm đối với các vụ việc mình chắc chắn có khả năng giải quyết,,,Độ tự chủ rất cao,
,,,,,,"phải được lãnh đạo động viên, khuyến khích. Nếu có thành tích phải được lãnh đạo ghi nhận, khen thưởng kịp thời.",,,Độ tự chủ độc lập,
,,,,"được đánh giá có năng lực chuyên môn tốt, có thể hoàn thành các nhiệm vụ được giao. Ngay cả khi gặp các vụ việc mới, khó, đồng chí A vẫn biết cách tìm ra giải pháp thông qua tham khảo đồng nghiệp, tìm tài liệu trên mạng...",,"thường cảm thấy hơi thiếu tự tin. Đôi khi đồng chí A mong muốn có sự hỗ trợ, giúp đỡ từ phía lãnh đạo hoặc đồng nghiệp.",,Độ tự chủ trung bình,Độ tự chủ yếu,1
,,,,"có kỹ năng, kiến thức để hoàn thành các nhiệm vụ về phòng, chống buôn lậu. Tuy nhiên đồng chí A thiếu cách nhìn tổng hợp , cũng như kinh nghiệm thực tế khi thực hiện công việc.",,"rất tự tin, đôi khi có thể tự tin hơi quá mức về khả năng của mình",,,Độ tự chủ cao,
,,,,"được lãnh đạo nể trọng, hỏi ý kiến chuyên môn khi gặp các vụ việc khó, phức tạp",,chủ động và dám nghĩ dám làm,,,Độ tự chủ rất cao,
,,,,thường có nhiều ý tưởng mới và có quan điểm riêng khi tiến hành thực hiện các ý tưởng,,có thể đề nghị lãnh đạo hỗ trợ thêm về phưong tiện làm việc,,,Độ tự chủ độc lập,
,,,,"thường tập trung, cố gắng hoàn thành tốt nhiệm vụ được giao",,sẵn sàng nhận công việc mà không cần đòi hỏi gì,,,Độ tự chủ phụ thuộc,
,,,,thường đưa ra nhiều sáng kiến cải tiến công việc,,,,,,
,,,,"là một chuyên gia về chống buôn lậu và xử lý vi phạm. Ngoài ra, đồng chí A luôn sẵn sàng hỗ trợ, đào tạo cho công chức mới về phòng.",,"luôn chủ động, năng động hoàn thành công việc",,Độ tự chủ cao,Độ tự chủ rất cao,1
,,,,tự đặt ra cho mình các mục tiêu chi tiết trong khuôn khổ công việc được thực hiện,,"luôn sẵn sàng, và tin tưởng mình sẽ hoàn thành mọi công việc được giao phó",,,Độ tự chủ độc lập,
,,,,tự biết các sai lầm mình mắc phải và tự tìm giải pháp điều chỉnh,,,,,Độ tự chủ trung bình,
,,,,,,,,,Độ tự chủ tưong đối,
